name,category,weight,quartile
The Shawshank Redemption,primaryTitle,2566477,Q4
The Dark Knight,primaryTitle,2530053,Q4
Inception,primaryTitle,2252479,Q4
Fight Club,primaryTitle,2019408,Q4
Forrest Gump,primaryTitle,1979560,Q4
Pulp Fiction,primaryTitle,1970268,Q4
The Matrix,primaryTitle,1847544,Q4
The Lord of the Rings: The Fellowship of the Ring,primaryTitle,1787657,Q4
The Godfather,primaryTitle,1766594,Q4
The Lord of the Rings: The Return of the King,primaryTitle,1765903,Q4
The Dark Knight Rises,primaryTitle,1638218,Q4
The Lord of the Rings: The Two Towers,primaryTitle,1595387,Q4
Se7en,primaryTitle,1573597,Q4
Django Unchained,primaryTitle,1482939,Q4
Gladiator,primaryTitle,1444317,Q4
Batman Begins,primaryTitle,1413954,Q4
The Avengers,primaryTitle,1346128,Q4
Saving Private Ryan,primaryTitle,1337053,Q4
The Wolf of Wall Street,primaryTitle,1328031,Q4
Star Wars,primaryTitle,1313405,Q4
Schindler's List,primaryTitle,1307863,Q4
The Prestige,primaryTitle,1285606,Q4
The Departed,primaryTitle,1277755,Q4
The Green Mile,primaryTitle,1247828,Q4
Shutter Island,primaryTitle,1247237,Q4
Star Wars: Episode V - The Empire Strikes Back,primaryTitle,1241915,Q4
The Godfather: Part II,primaryTitle,1222540,Q4
Memento,primaryTitle,1200693,Q4
Joker,primaryTitle,1168939,Q4
Back to the Future,primaryTitle,1152017,Q4
Guardians of the Galaxy,primaryTitle,1131580,Q4
American Beauty,primaryTitle,1127102,Q4
Titanic,primaryTitle,1126546,Q4
Leon: The Professional,primaryTitle,1118989,Q4
Goodfellas,primaryTitle,1107550,Q4
V for Vendetta,primaryTitle,1093648,Q4
American History X,primaryTitle,1091199,Q4
Kill Bill: Vol. 1,primaryTitle,1077186,Q4
Pirates of the Caribbean: The Curse of the Black Pearl,primaryTitle,1070084,Q4
Terminator 2: Judgment Day,primaryTitle,1061974,Q4
The Usual Suspects,primaryTitle,1055404,Q4
Avengers: Endgame,primaryTitle,1031516,Q4
The Truman Show,primaryTitle,1026834,Q4
Iron Man,primaryTitle,1019489,Q4
Star Wars: Episode VI - Return of the Jedi,primaryTitle,1014961,Q4
Avengers: Infinity War,primaryTitle,996934,Q4
Deadpool,primaryTitle,987969,Q4
Reservoir Dogs,primaryTitle,984684,Q4
Eternal Sunshine of the Spotless Mind,primaryTitle,974669,Q4
The Sixth Sense,primaryTitle,963619,Q4
Mad Max: Fury Road,primaryTitle,961431,Q4
Gone Girl,primaryTitle,943900,Q4
Jurassic Park,primaryTitle,939146,Q4
Indiana Jones and the Raiders of the Lost Ark,primaryTitle,938823,Q4
No Country for Old Men,primaryTitle,934519,Q4
Good Will Hunting,primaryTitle,931005,Q4
Catch Me If You Can,primaryTitle,929853,Q4
A Beautiful Mind,primaryTitle,904735,Q4
Star Wars: Episode VII - The Force Awakens,primaryTitle,904636,Q4
The Hunger Games,primaryTitle,894041,Q4
Die Hard,primaryTitle,852786,Q4
Alien,primaryTitle,848067,Q4
Harry Potter and the Deathly Hallows: Part 2,primaryTitle,838522,Q4
The Terminator,primaryTitle,836807,Q4
Snatch,primaryTitle,832223,Q4
Slumdog Millionaire,primaryTitle,830681,Q4
Avengers: Age of Ultron,primaryTitle,825220,Q4
Iron Man 3,primaryTitle,819443,Q4
Requiem for a Dream,primaryTitle,816066,Q4
Captain America: The First Avenger,primaryTitle,813087,Q4
Thor,primaryTitle,811743,Q4
Captain America: The Winter Soldier,primaryTitle,809542,Q4
Gravity,primaryTitle,808431,Q4
The Hobbit: An Unexpected Journey,primaryTitle,800201,Q4
Whiplash,primaryTitle,799979,Q4
The Pianist,primaryTitle,799556,Q4
300,primaryTitle,797914,Q4
Taxi Driver,primaryTitle,789534,Q4
Spider-Man,primaryTitle,788515,Q4
Iron Man 2,primaryTitle,786949,Q4
The Big Lebowski,primaryTitle,786247,Q4
Star Wars: Episode I - The Phantom Menace,primaryTitle,775779,Q4
The Grand Budapest Hotel,primaryTitle,775063,Q4
The Revenant,primaryTitle,772274,Q4
The Hangover,primaryTitle,763223,Q4
Star Wars: Episode III - Revenge of the Sith,primaryTitle,758721,Q4
Sin City,primaryTitle,758210,Q4
12 Angry Men,primaryTitle,757985,Q4
Man of Steel,primaryTitle,748599,Q4
Captain America: Civil War,primaryTitle,745910,Q4
Harry Potter and the Sorcerer's Stone,primaryTitle,745762,Q4
Blade Runner,primaryTitle,744192,Q4
The Imitation Game,primaryTitle,742726,Q4
Indiana Jones and the Last Crusade,primaryTitle,734468,Q4
Kill Bill: Vol. 2,primaryTitle,732854,Q4
Logan,primaryTitle,721029,Q4
Black Panther,primaryTitle,713659,Q4
Silver Linings Playbook,primaryTitle,695632,Q4
X-Men: Days of Future Past,primaryTitle,694396,Q4
Pirates of the Caribbean: Dead Man's Chest,primaryTitle,692271,Q4
Thor: Ragnarok,primaryTitle,688106,Q4
Doctor Strange,primaryTitle,686325,Q4
Star Wars: Episode II - Attack of the Clones,primaryTitle,684553,Q4
Batman v Superman: Dawn of Justice,primaryTitle,682402,Q4
12 Years a Slave,primaryTitle,682099,Q4
Skyfall,primaryTitle,681916,Q4
Once Upon a Time... In Hollywood,primaryTitle,678877,Q4
The Social Network,primaryTitle,678550,Q4
X-Men: First Class,primaryTitle,676841,Q4
Million Dollar Baby,primaryTitle,672116,Q4
Prisoners,primaryTitle,672026,Q4
Trainspotting,primaryTitle,670598,Q4
Suicide Squad,primaryTitle,668691,Q4
The King's Speech,primaryTitle,668398,Q4
Arrival,primaryTitle,664422,Q4
Fargo,primaryTitle,660395,Q4
Thor: The Dark World,primaryTitle,652962,Q4
Edge of Tomorrow,primaryTitle,651683,Q4
The Hunger Games: Catching Fire,primaryTitle,648114,Q4
Kingsman: The Secret Service,primaryTitle,647901,Q4
Apocalypse Now,primaryTitle,647005,Q4
World War Z,primaryTitle,644238,Q4
Guardians of the Galaxy Vol. 2,primaryTitle,643001,Q4
Casino Royale,primaryTitle,640989,Q4
The Hobbit: The Desolation of Smaug,primaryTitle,639583,Q4
Now You See Me,primaryTitle,638630,Q4
Ant-Man,primaryTitle,635882,Q4
The Amazing Spider-Man,primaryTitle,633602,Q4
Heat,primaryTitle,629433,Q4
Pirates of the Caribbean: At World's End,primaryTitle,629277,Q4
Spider-Man 2,primaryTitle,627359,Q4
The Bourne Ultimatum,primaryTitle,625594,Q4
Transformers,primaryTitle,624426,Q4
Spider-Man: Homecoming,primaryTitle,619472,Q4
Sherlock Holmes,primaryTitle,617012,Q4
Birdman or (The Unexpected Virtue of Ignorance),primaryTitle,614897,Q4
Drive,primaryTitle,613430,Q4
Harry Potter and the Chamber of Secrets,primaryTitle,610032,Q4
Harry Potter and the Prisoner of Azkaban,primaryTitle,609198,Q4
Into the Wild,primaryTitle,609190,Q4
Star Wars: Episode VIII - The Last Jedi,primaryTitle,607494,Q4
12 Monkeys,primaryTitle,606167,Q4
Harry Potter and the Goblet of Fire,primaryTitle,602610,Q4
Argo,primaryTitle,602482,Q4
John Wick,primaryTitle,601563,Q4
X-Men,primaryTitle,600894,Q4
Star Trek,primaryTitle,596570,Q4
The Matrix Reloaded,primaryTitle,582283,Q4
Knives Out,primaryTitle,581865,Q4
Jaws,primaryTitle,578288,Q4
The Hateful Eight,primaryTitle,573803,Q4
Spider-Man 3,primaryTitle,568393,Q4
"Lock, Stock and Two Smoking Barrels",primaryTitle,568241,Q4
L.A. Confidential,primaryTitle,568165,Q4
There Will Be Blood,primaryTitle,565456,Q4
Looper,primaryTitle,563785,Q4
La La Land,primaryTitle,560566,Q4
Independence Day,primaryTitle,560336,Q4
Harry Potter and the Order of the Phoenix,primaryTitle,559304,Q4
Superbad,primaryTitle,559133,Q4
Limitless,primaryTitle,558254,Q4
Spider-Man: No Way Home,primaryTitle,557720,Q4
American Psycho,primaryTitle,557414,Q4
Zombieland,primaryTitle,557052,Q4
Rocky,primaryTitle,556325,Q4
The Notebook,primaryTitle,555322,Q4
Ocean's Eleven,primaryTitle,554779,Q4
Men in Black,primaryTitle,550955,Q4
Kick-Ass,primaryTitle,550692,Q4
Home Alone,primaryTitle,550014,Q4
Deadpool 2,primaryTitle,547309,Q4
Shaun of the Dead,primaryTitle,543480,Q4
21 Jump Street,primaryTitle,543434,Q4
1917,primaryTitle,540817,Q4
X2: X-Men United,primaryTitle,538109,Q4
Watchmen,primaryTitle,538072,Q4
Minority Report,primaryTitle,537738,Q4
The Kashmir Files,primaryTitle,536285,Q4
The Bourne Identity,primaryTitle,535971,Q4
Blood Diamond,primaryTitle,534085,Q4
Blade Runner 2049,primaryTitle,532703,Q4
Monty Python and the Holy Grail,primaryTitle,528898,Q4
"I, Robot",primaryTitle,527256,Q4
Harry Potter and the Deathly Hallows: Part 1,primaryTitle,526558,Q4
Captain Marvel,primaryTitle,526055,Q4
Harry Potter and the Half-Blood Prince,primaryTitle,523357,Q4
The Great Gatsby,primaryTitle,523081,Q4
Ex Machina,primaryTitle,521358,Q4
Troy,primaryTitle,520270,Q4
Zodiac,primaryTitle,519351,Q4
Nightcrawler,primaryTitle,517695,Q4
Rise of the Planet of the Apes,primaryTitle,517571,Q4
Back to the Future Part II,primaryTitle,515201,Q4
Juno,primaryTitle,512062,Q4
Oblivion,primaryTitle,511348,Q4
The Hobbit: The Battle of the Five Armies,primaryTitle,510856,Q4
Pirates of the Caribbean: On Stranger Tides,primaryTitle,510143,Q4
Source Code,primaryTitle,509580,Q4
Baby Driver,primaryTitle,506161,Q4
X-Men: The Last Stand,primaryTitle,506079,Q4
"Crazy, Stupid, Love.",primaryTitle,505820,Q4
Casino,primaryTitle,502778,Q4
The Matrix Revolutions,primaryTitle,502419,Q4
Rain Man,primaryTitle,500687,Q4
Hacksaw Ridge,primaryTitle,496219,Q4
The Perks of Being a Wallflower,primaryTitle,495144,Q4
Hot Fuzz,primaryTitle,493374,Q4
X-Men Origins: Wolverine,primaryTitle,493030,Q4
Pacific Rim,primaryTitle,490203,Q4
Children of Men,primaryTitle,490002,Q4
The Hangover Part II,primaryTitle,488604,Q4
The Conjuring,primaryTitle,488337,Q4
"Three Billboards Outside Ebbing, Missouri",primaryTitle,485990,Q4
Mr. & Mrs. Smith,primaryTitle,480857,Q4
The Amazing Spider-Man 2,primaryTitle,478772,Q4
Mission: Impossible - Ghost Protocol,primaryTitle,478748,Q4
Star Trek Into Darkness,primaryTitle,478076,Q4
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,primaryTitle,477764,Q4
Indiana Jones and the Temple of Doom,primaryTitle,475638,Q4
Dallas Buyers Club,primaryTitle,474651,Q4
The Incredible Hulk,primaryTitle,473213,Q4
Love Actually,primaryTitle,472946,Q4
American Hustle,primaryTitle,470789,Q4
Hancock,primaryTitle,470676,Q4
Fury,primaryTitle,468684,Q4
Dead Poets Society,primaryTitle,467679,Q4
Little Miss Sunshine,primaryTitle,466643,Q4
Rush,primaryTitle,465600,Q4
Charlie and the Chocolate Factory,primaryTitle,462526,Q4
Warrior,primaryTitle,460980,Q4
The Fifth Element,primaryTitle,460805,Q4
Venom,primaryTitle,459712,Q4
Spotlight,primaryTitle,456454,Q4
The Bourne Supremacy,primaryTitle,455396,Q4
Spider-Man: Far from Home,primaryTitle,453124,Q4
The Girl with the Dragon Tattoo,primaryTitle,453065,Q4
Twilight,primaryTitle,452185,Q4
Mystic River,primaryTitle,446869,Q4
Fantastic Beasts and Where to Find Them,primaryTitle,446859,Q4
Indiana Jones and the Kingdom of the Crystal Skull,primaryTitle,445935,Q4
The Terminal,primaryTitle,444335,Q4
Sherlock Holmes: A Game of Shadows,primaryTitle,443741,Q4
The Hurt Locker,primaryTitle,442867,Q4
The Hunger Games: Mockingjay - Part 1,primaryTitle,442699,Q4
Lost in Translation,primaryTitle,442673,Q4
Horrible Bosses,primaryTitle,440738,Q4
Elysium,primaryTitle,439369,Q4
The Day After Tomorrow,primaryTitle,438684,Q4
Justice League,primaryTitle,438200,Q4
War of the Worlds,primaryTitle,437481,Q4
Aquaman,primaryTitle,436989,Q4
We're the Millers,primaryTitle,435800,Q4
Big Fish,primaryTitle,434220,Q4
Back to the Future Part III,primaryTitle,433208,Q4
Crash,primaryTitle,432187,Q4
Dawn of the Planet of the Apes,primaryTitle,431794,Q4
Gangs of New York,primaryTitle,431564,Q4
Spectre,primaryTitle,429180,Q4
The Last Samurai,primaryTitle,426754,Q4
The 40-Year-Old Virgin,primaryTitle,425102,Q4
Star Wars: Episode IX - The Rise of Skywalker,primaryTitle,424874,Q4
The Da Vinci Code,primaryTitle,423747,Q4
Training Day,primaryTitle,421442,Q4
X-Men: Apocalypse,primaryTitle,421306,Q4
The Princess Bride,primaryTitle,419157,Q4
Ready Player One,primaryTitle,417287,Q4
The Mummy,primaryTitle,417213,Q4
American Gangster,primaryTitle,416990,Q4
Armageddon,primaryTitle,416910,Q4
King Kong,primaryTitle,414572,Q4
Sicario,primaryTitle,413081,Q4
The Big Short,primaryTitle,412177,Q4
Mission: Impossible,primaryTitle,412133,Q4
In Bruges,primaryTitle,411820,Q4
John Wick: Chapter 2,primaryTitle,411540,Q4
Unbreakable,primaryTitle,408651,Q4
Saw,primaryTitle,408200,Q4
Moneyball,primaryTitle,407621,Q4
The Thing,primaryTitle,406678,Q4
Godzilla,primaryTitle,405674,Q4
Platoon,primaryTitle,404485,Q4
The Lost World: Jurassic Park,primaryTitle,403955,Q4
This Is the End,primaryTitle,403481,Q4
Tropic Thunder,primaryTitle,403342,Q4
Ghostbusters,primaryTitle,402375,Q4
Unforgiven,primaryTitle,401867,Q4
Live Free or Die Hard,primaryTitle,401753,Q4
Transformers: Revenge of the Fallen,primaryTitle,401373,Q4
Transformers: Dark of the Moon,primaryTitle,401080,Q4
In Time,primaryTitle,399512,Q4
Predator,primaryTitle,397678,Q4
American Pie,primaryTitle,397522,Q4
E.T. the Extra-Terrestrial,primaryTitle,396713,Q4
Bruce Almighty,primaryTitle,393170,Q4
Collateral,primaryTitle,388159,Q4
Passengers,primaryTitle,387971,Q4
Fast & Furious 6,primaryTitle,387957,Q4
Black Hawk Down,primaryTitle,387022,Q4
The Godfather: Part III,primaryTitle,385137,Q4
Furious 7,primaryTitle,382166,Q4
Wanted,primaryTitle,381222,Q4
Ocean's Twelve,primaryTitle,381160,Q4
The Game,primaryTitle,381123,Q4
Die Hard with a Vengeance,primaryTitle,380945,Q4
The Town,primaryTitle,380055,Q4
The Fast and the Furious,primaryTitle,376120,Q4
Dumb and Dumber,primaryTitle,375106,Q4
Fast Five,primaryTitle,373780,Q4
Ant-Man and the Wasp,primaryTitle,373233,Q4
2012,primaryTitle,370826,Q4
A Star Is Born,primaryTitle,370470,Q4
The Irishman,primaryTitle,368255,Q4
Zack Snyder's Justice League,primaryTitle,368085,Q4
Face/Off,primaryTitle,367903,Q4
The Illusionist,primaryTitle,367710,Q4
22 Jump Street,primaryTitle,367632,Q4
Batman,primaryTitle,367352,Q4
Men in Black II,primaryTitle,365269,Q4
Knocked Up,primaryTitle,364491,Q4
Inside Man,primaryTitle,364144,Q4
Mission: Impossible - Rogue Nation,primaryTitle,362634,Q4
Jumanji: Welcome to the Jungle,primaryTitle,361682,Q4
Ford v Ferrari,primaryTitle,360775,Q4
The Italian Job,primaryTitle,360613,Q4
Sweeney Todd: The Demon Barber of Fleet Street,primaryTitle,360371,Q4
The Devil's Advocate,primaryTitle,359598,Q4
The Fighter,primaryTitle,358398,Q4
Terminator Salvation,primaryTitle,356413,Q4
Die Hard 2,primaryTitle,355615,Q4
Signs,primaryTitle,355266,Q4
Man on Fire,primaryTitle,354498,Q4
Yes Man,primaryTitle,354324,Q4
Men in Black 3,primaryTitle,354204,Q4
The Aviator,primaryTitle,353928,Q4
Speed,primaryTitle,353635,Q4
Moon,primaryTitle,352222,Q4
Snowpiercer,primaryTitle,351314,Q4
Sleepy Hollow,primaryTitle,350970,Q4
Hotel Rwanda,primaryTitle,349627,Q4
Wedding Crashers,primaryTitle,348803,Q4
Anchorman: The Legend of Ron Burgundy,primaryTitle,348230,Q4
Brokeback Mountain,primaryTitle,348107,Q4
Mission: Impossible III,primaryTitle,347859,Q4
50 First Dates,primaryTitle,346822,Q4
Flight,primaryTitle,346015,Q4
Ferris Bueller's Day Off,primaryTitle,345991,Q4
Raging Bull,primaryTitle,344152,Q4
Home Alone 2: Lost in New York,primaryTitle,343238,Q4
Moonrise Kingdom,primaryTitle,342116,Q4
Once Upon a Time in America,primaryTitle,340535,Q4
The Expendables,primaryTitle,340117,Q4
Ocean's Thirteen,primaryTitle,339307,Q4
Shang-Chi and the Legend of the Ten Rings,primaryTitle,338717,Q4
Due Date,primaryTitle,338377,Q4
Seven Samurai,primaryTitle,337259,Q4
About Time,primaryTitle,334504,Q4
Constantine,primaryTitle,333094,Q4
Mission: Impossible II,primaryTitle,332817,Q4
Pineapple Express,primaryTitle,332564,Q4
True Grit,primaryTitle,332171,Q4
The Deer Hunter,primaryTitle,332100,Q4
Jack Reacher,primaryTitle,331718,Q4
The Rock,primaryTitle,330816,Q4
Up in the Air,primaryTitle,330737,Q4
TRON: Legacy,primaryTitle,329394,Q4
Scream,primaryTitle,329161,Q4
Being John Malkovich,primaryTitle,328818,Q4
Meet the Parents,primaryTitle,328070,Q4
Shooter,primaryTitle,327765,Q4
10 Things I Hate About You,primaryTitle,326814,Q4
Burn After Reading,primaryTitle,326667,Q4
Pearl Harbor,primaryTitle,326507,Q4
50/50,primaryTitle,326394,Q4
Fantastic Four,primaryTitle,324303,Q4
Les Misérables,primaryTitle,324090,Q4
The Interview,primaryTitle,324054,Q4
Equilibrium,primaryTitle,324048,Q4
Click,primaryTitle,323577,Q4
National Treasure,primaryTitle,323470,Q4
John Wick: Chapter 3 - Parabellum,primaryTitle,323165,Q4
Total Recall,primaryTitle,322400,Q4
Top Gun,primaryTitle,321971,Q4
Hellboy,primaryTitle,321947,Q4
Once Upon a Time in the West,primaryTitle,321838,Q4
North by Northwest,primaryTitle,320013,Q4
Real Steel,primaryTitle,319520,Q4
The Proposal,primaryTitle,318913,Q4
Mission: Impossible - Fallout,primaryTitle,318746,Q4
Hugo,primaryTitle,318363,Q4
The Suicide Squad,primaryTitle,317184,Q4
The Hunger Games: Mockingjay - Part 2,primaryTitle,314645,Q4
Kingsman: The Golden Circle,primaryTitle,314175,Q4
Interview with the Vampire: The Vampire Chronicles,primaryTitle,313151,Q4
The Island,primaryTitle,312583,Q4
Hitch,primaryTitle,311749,Q4
Jurassic Park III,primaryTitle,311523,Q4
The Book of Eli,primaryTitle,311227,Q4
The Nice Guys,primaryTitle,310966,Q4
Salt,primaryTitle,309664,Q4
Lucky Number Slevin,primaryTitle,309570,Q4
Transformers: Age of Extinction,primaryTitle,309406,Q4
Lord of War,primaryTitle,309294,Q4
The Hangover Part III,primaryTitle,308929,Q4
Kong: Skull Island,primaryTitle,308402,Q4
The Gentlemen,primaryTitle,308175,Q4
Magnolia,primaryTitle,306561,Q4
Deja Vu,primaryTitle,306462,Q4
There's Something About Mary,primaryTitle,306056,Q4
From Dusk Till Dawn,primaryTitle,305963,Q4
Bridge of Spies,primaryTitle,305269,Q4
3:10 to Yuma,primaryTitle,304761,Q4
"O Brother, Where Art Thou?",primaryTitle,304616,Q4
Neighbors,primaryTitle,304515,Q4
RED,primaryTitle,303901,Q4
The Expendables 2,primaryTitle,303270,Q4
A.I. Artificial Intelligence,primaryTitle,303071,Q4
The Untouchables,primaryTitle,301674,Q4
Jumper,primaryTitle,301461,Q4
Notting Hill,primaryTitle,300947,Q4
The Man from U.N.C.L.E.,primaryTitle,299546,Q4
Babel,primaryTitle,299524,Q4
Contagion,primaryTitle,299101,Q4
Beauty and the Beast,primaryTitle,298860,Q4
Seven Pounds,primaryTitle,298768,Q4
Donnie Brasco,primaryTitle,298515,Q4
The Bourne Legacy,primaryTitle,297995,Q4
The Dictator,primaryTitle,297538,Q4
Batman Returns,primaryTitle,297235,Q4
Gattaca,primaryTitle,296635,Q4
Public Enemies,primaryTitle,295994,Q4
As Good as It Gets,primaryTitle,293448,Q4
Serenity,primaryTitle,293068,Q4
Pirates of the Caribbean: Dead Men Tell No Tales,primaryTitle,292825,Q4
Zero Dark Thirty,primaryTitle,292195,Q4
Con Air,primaryTitle,292129,Q4
Law Abiding Citizen,primaryTitle,290603,Q4
The Batman,primaryTitle,290226,Q4
Insomnia,primaryTitle,289767,Q4
Beetlejuice,primaryTitle,288893,Q4
Apollo 13,primaryTitle,287990,Q4
Angels & Demons,primaryTitle,287973,Q4
Step Brothers,primaryTitle,287475,Q4
Scent of a Woman,primaryTitle,287036,Q4
The Accountant,primaryTitle,287005,Q4
The Fugitive,primaryTitle,286917,Q4
Lawrence of Arabia,primaryTitle,286465,Q4
The Royal Tenenbaums,primaryTitle,286044,Q4
Pride & Prejudice,primaryTitle,285191,Q4
Prince of Persia: The Sands of Time,primaryTitle,285105,Q4
Kingdom of Heaven,primaryTitle,282157,Q4
Lone Survivor,primaryTitle,281391,Q4
Fast & Furious,primaryTitle,281039,Q4
Green Lantern,primaryTitle,280608,Q4
Superman Returns,primaryTitle,280369,Q4
Clash of the Titans,primaryTitle,279479,Q4
The Twilight Saga: New Moon,primaryTitle,279456,Q4
The Holiday,primaryTitle,279378,Q4
Moulin Rouge!,primaryTitle,279249,Q4
Forgetting Sarah Marshall,primaryTitle,279097,Q4
Now You See Me 2,primaryTitle,277126,Q4
The World's End,primaryTitle,275405,Q4
Panic Room,primaryTitle,274755,Q4
Fear and Loathing in Las Vegas,primaryTitle,274710,Q4
Gone in 60 Seconds,primaryTitle,273546,Q4
Alien: Covenant,primaryTitle,272988,Q4
Terminator Genisys,primaryTitle,272642,Q4
The Jungle Book,primaryTitle,272345,Q4
Manchester by the Sea,primaryTitle,271468,Q4
28 Weeks Later,primaryTitle,271210,Q4
Olympus Has Fallen,primaryTitle,271203,Q4
Almost Famous,primaryTitle,270961,Q4
Hannibal,primaryTitle,269280,Q4
The Greatest Showman,primaryTitle,269272,Q4
Contact,primaryTitle,269218,Q4
The Patriot,primaryTitle,268828,Q4
2 Fast 2 Furious,primaryTitle,268520,Q4
Gone Baby Gone,primaryTitle,268004,Q4
John Carter,primaryTitle,267943,Q4
Red Dragon,primaryTitle,267910,Q4
Kick-Ass 2,primaryTitle,267515,Q4
Nocturnal Animals,primaryTitle,267155,Q4
1408,primaryTitle,267079,Q4
Meet the Fockers,primaryTitle,266396,Q4
Creed,primaryTitle,265740,Q4
Underworld,primaryTitle,265250,Q4
Robin Hood,primaryTitle,265024,Q4
Blade,primaryTitle,264823,Q4
"Crouching Tiger, Hidden Dragon",primaryTitle,264645,Q4
Halloween,primaryTitle,264309,Q4
Phone Booth,primaryTitle,263999,Q4
Hulk,primaryTitle,263632,Q4
Mrs. Doubtfire,primaryTitle,262986,Q4
Sully,primaryTitle,262709,Q4
The Place Beyond the Pines,primaryTitle,261989,Q4
Fantastic 4: Rise of the Silver Surfer,primaryTitle,261250,Q4
The Other Guys,primaryTitle,261209,Q4
Non-Stop,primaryTitle,261047,Q4
Some Like It Hot,primaryTitle,260831,Q4
Vanilla Sky,primaryTitle,260651,Q4
Elf,primaryTitle,260057,Q4
Zoolander,primaryTitle,259714,Q4
Rush Hour,primaryTitle,259450,Q4
Unknown,primaryTitle,259027,Q4
Jerry Maguire,primaryTitle,258587,Q4
Warcraft,primaryTitle,258394,Q4
Bad Boys,primaryTitle,258125,Q4
Boogie Nights,primaryTitle,257919,Q4
Dances with Wolves,primaryTitle,257478,Q4
Enemy at the Gates,primaryTitle,257379,Q4
Lincoln,primaryTitle,257049,Q4
The Village,primaryTitle,256569,Q4
The Sting,primaryTitle,256147,Q4
The A-Team,primaryTitle,256096,Q4
A Few Good Men,primaryTitle,254521,Q4
Fantastic Beasts: The Crimes of Grindelwald,primaryTitle,254490,Q4
Call Me by Your Name,primaryTitle,253987,Q4
BlacKkKlansman,primaryTitle,253603,Q4
Seven Psychopaths,primaryTitle,252971,Q4
GoldenEye,primaryTitle,252911,Q4
Lethal Weapon,primaryTitle,252731,Q4
True Lies,primaryTitle,252585,Q4
Noah,primaryTitle,252195,Q4
American Pie 2,primaryTitle,251441,Q4
RoboCop,primaryTitle,250986,Q4
Dawn of the Dead,primaryTitle,250842,Q4
The Grey,primaryTitle,249935,Q4
Hook,primaryTitle,249016,Q4
Paul,primaryTitle,248433,Q4
Batman & Robin,primaryTitle,248352,Q4
Batman Forever,primaryTitle,248322,Q4
Chronicle,primaryTitle,248228,Q4
War for the Planet of the Apes,primaryTitle,248029,Q4
RocknRolla,primaryTitle,247795,Q4
Red Notice,primaryTitle,246731,Q4
Walk the Line,primaryTitle,246386,Q4
Sunshine,primaryTitle,245900,Q4
It Chapter Two,primaryTitle,245798,Q4
Chappie,primaryTitle,245742,Q4
Bad Boys II,primaryTitle,245620,Q4
Perfume: The Story of a Murderer,primaryTitle,245472,Q4
Battleship,primaryTitle,245203,Q4
Grown Ups,primaryTitle,245126,Q4
21,primaryTitle,245095,Q4
First Blood,primaryTitle,244769,Q4
The Twilight Saga: Breaking Dawn - Part 2,primaryTitle,244299,Q4
Dodgeball: A True Underdog Story,primaryTitle,243349,Q4
End of Watch,primaryTitle,242546,Q4
The Bucket List,primaryTitle,241978,Q4
Star Trek Beyond,primaryTitle,241649,Q4
Spy,primaryTitle,241346,Q4
Identity,primaryTitle,241329,Q4
The Twilight Saga: Eclipse,primaryTitle,241297,Q4
Wind River,primaryTitle,240708,Q4
The Reader,primaryTitle,240582,Q4
Focus,primaryTitle,239969,Q4
Enemy of the State,primaryTitle,239778,Q4
Bridget Jones's Diary,primaryTitle,239612,Q4
The Great Escape,primaryTitle,239599,Q4
Valkyrie,primaryTitle,239477,Q4
How the Grinch Stole Christmas,primaryTitle,239216,Q4
Lawless,primaryTitle,239116,Q4
Escape Plan,primaryTitle,239102,Q4
The Artist,primaryTitle,238991,Q4
Murder on the Orient Express,primaryTitle,238725,Q4
The Tourist,primaryTitle,237587,Q4
Philadelphia,primaryTitle,237168,Q4
The Boondock Saints,primaryTitle,236486,Q4
Ender's Game,primaryTitle,236269,Q4
The Twilight Saga: Breaking Dawn - Part 1,primaryTitle,236208,Q4
Mamma Mia!,primaryTitle,235971,Q4
The Elephant Man,primaryTitle,235728,Q4
Pitch Black,primaryTitle,235704,Q4
I Am Number Four,primaryTitle,235670,Q4
Austin Powers: International Man of Mystery,primaryTitle,235061,Q4
The Road,primaryTitle,234920,Q4
Jumanji: The Next Level,primaryTitle,234919,Q4
A History of Violence,primaryTitle,234404,Q4
Ghost Rider,primaryTitle,234159,Q4
"Me, Myself & Irene",primaryTitle,233981,Q4
Ben-Hur,primaryTitle,233946,Q4
21 Grams,primaryTitle,233835,Q4
Glass,primaryTitle,232969,Q4
Meet Joe Black,primaryTitle,232677,Q4
Disturbia,primaryTitle,232489,Q4
Southpaw,primaryTitle,231910,Q4
National Treasure: Book of Secrets,primaryTitle,231771,Q4
What's Eating Gilbert Grape,primaryTitle,230847,Q4
The Lone Ranger,primaryTitle,230591,Q4
The Lincoln Lawyer,primaryTitle,230552,Q4
Natural Born Killers,primaryTitle,229584,Q4
A Nightmare on Elm Street,primaryTitle,228754,Q4
Austin Powers: The Spy Who Shagged Me,primaryTitle,228725,Q4
Warm Bodies,primaryTitle,228659,Q4
Role Models,primaryTitle,228562,Q4
Game Night,primaryTitle,227521,Q4
Old School,primaryTitle,226753,Q4
Chicago,primaryTitle,226607,Q4
Stranger Than Fiction,primaryTitle,226418,Q4
No Strings Attached,primaryTitle,226148,Q4
Body of Lies,primaryTitle,225669,Q4
Transcendence,primaryTitle,225556,Q4
The Fate of the Furious,primaryTitle,225482,Q4
Ad Astra,primaryTitle,225126,Q4
